"","Order","Family","Binomial","Age","Sex","Molt","Longitude_decimal_degrees","Latitude_decimal_degrees","State","Altitude","Year","ForestCover","BodyCond","PCHB1","Cluster","Temp","Rainfall","Elevation","Speciesdiversity","Region"
"369","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2015",12264,182.67,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"370","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-49.076722,-22.775,"SP",611,"2016",43380,186.76,-1.74329510048067,2,203,1250,593.86,0.284402221441269,"Tropical"
"371","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2014",12264,187.32,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"373","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-48.474789,-27.585696,"SC",50,"2001",25714,203.4,-1.74329510048067,2,197,1493,314.35,0.420637995004654,"Sub-tropical"
"374","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.436016,-23.880844,"SP",914,"2006",18571,169.52,-1.74329510048067,2,170,1720,1003.62,0.520179152488708,"Sub-tropical"
"376","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2007",12264,184.23,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"377","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2012",12264,175.6,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"381","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-48.541493,-25.587558,"PR",57,"2008",12264,181.49,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"386","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2012",12264,190.3,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"387","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","Yes",-48.541493,-25.587558,"PR",57,"2012",12264,180.29,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"389","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2006",12264,179.37,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"391","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2011",12264,181.96,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"397","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2008",12264,177.79,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"398","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2017",12264,180.72,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"404","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2011",12264,182.29,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"407","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,161.18,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"409","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Yes",-48.541493,-25.587558,"PR",57,"2017",12264,173.77,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"410","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-48.474789,-27.585696,"SC",50,"2001",25714,167,-1.74329510048067,2,197,1493,314.35,0.420637995004654,"Sub-tropical"
"411","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2012",12264,170.85,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"413","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-47.460399,-23.88904,"SP",912,"2006",23446,146.5,-1.74329510048067,2,170,1720,997.47,0.509962022304535,"Sub-tropical"
"414","Passeriformes","Thraupidae","Trichothraupis_melanops","Unknown","Female","Unknown",-43.45,-19.9667,"MG",812,"2005",21470,165.62,-1.74329510048067,2,204,1398,823.15,0,"Tropical"
"416","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2012",12264,186.9,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"417","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","Unknown",-47.480381,-23.876407,"SP",926,"2006",25838,171.26,-1.74329510048067,2,170,1720,904.52,0.280002146959305,"Sub-tropical"
"419","Passeriformes","Thraupidae","Trichothraupis_melanops","Unknown","Female","Unknown",-43.8833,-20.4833,"MG",987,"2006",41346,180.77,-1.74329510048067,2,189,1471,945,0.511422634124756,"Tropical"
"421","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-47.410015,-23.951935,"SP",665,"2005",41000,181.57,-1.74329510048067,2,170,1720,734.7,0.565436601638794,"Sub-tropical"
"422","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-42.38333,-22.5,"RJ",120,"2001",19043,189.37,-1.74329510048067,2,192,1399,31.68,0.410976082086563,"Tropical"
"423","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2015",12264,178,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"425","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.480381,-23.876407,"SP",926,"2006",25838,174.83,-1.74329510048067,2,170,1720,904.52,0.280002146959305,"Sub-tropical"
"426","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2004",12264,180.97,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"428","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Female","Yes",-48.541493,-25.587558,"PR",57,"2010",12264,187.78,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"430","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.480162,-23.913781,"SP",912,"2005",17013,174.25,-1.74329510048067,2,170,1720,950.45,0.483593076467514,"Sub-tropical"
"437","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.460382,-23.851281,"SP",972,"2006",33072,175.8,-1.74329510048067,2,170,1720,958.72,0,"Sub-tropical"
"439","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2014",12264,176.81,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"441","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Yes",-47.949986,-24.16386,"SP",489,"2013",16576,171.61,-1.74329510048067,2,180,1446,475.46,0.518510937690735,"Sub-tropical"
"442","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Female","Yes",-48.422847,-25.356797,"PR",NA,"1998",14167,178.6,-1.74329510048067,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"444","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Yes",-48.541493,-25.587558,"PR",57,"2011",12264,187.89,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"447","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","Yes",-54.487792,-25.619635,"PR",181,"2013",54052,177.63,-1.74329510048067,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"448","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Yes",-49.076722,-22.775,"SP",611,"2016",43380,189.94,-1.74329510048067,2,203,1250,593.86,0.284402221441269,"Tropical"
"452","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.446516,-23.833638,"SP",990,"2006",23351,174.25,-1.74329510048067,2,170,1720,1016.15,0.387291580438614,"Sub-tropical"
"453","Passeriformes","Thraupidae","Trichothraupis_melanops","Unknown","Male","Unknown",-43.45,-19.9667,"MG",812,"2005",21470,175.85,-1.74329510048067,2,204,1398,823.15,0,"Tropical"
"454","Passeriformes","Thraupidae","Trichothraupis_melanops","Unknown","Male","Unknown",-43.45,-19.9667,"MG",812,"2005",21470,174.16,-1.74329510048067,2,204,1398,823.15,0,"Tropical"
"456","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2008",12264,188.3,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"459","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-48.810668,-27.73223,"SC",233,"2001",23834,171.85,-1.74329510048067,2,178,1611,223.48,0.46235379576683,"Sub-tropical"
"462","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-47.198404,-24.045634,"SP",593,"2015",17113,182.22,-1.74329510048067,2,196,1856,576.3,0.493100792169571,"Sub-tropical"
"467","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-50.6967,-24.1431,"PR",610,"2012",28182,183.44,-1.74329510048067,2,189,1419,699.85,0.517905354499817,"Sub-tropical"
"470","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-48.884167,-26.002222,"SC",170,"2013",12232,166.79,-1.74329510048067,2,187,1741,178.6,0.416233599185944,"Sub-tropical"
"474","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.460382,-23.851281,"SP",972,"2006",33072,149.17,-1.74329510048067,2,170,1720,958.72,0,"Sub-tropical"
"478","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.396673,-23.947513,"SP",665,"2006",22125,159.32,-1.74329510048067,2,170,1720,701.82,0.574637949466705,"Sub-tropical"
"484","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Yes",-42.38333,-22.5,"RJ",120,"2002",19043,184.92,-1.74329510048067,2,192,1399,31.68,0.410976082086563,"Tropical"
"485","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-54.487792,-25.619635,"PR",181,"2016",54052,183.49,-1.74329510048067,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"486","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","Unknown",-47.396673,-23.947513,"SP",665,"2007",22125,159.32,-1.74329510048067,2,170,1720,701.82,0.574637949466705,"Sub-tropical"
"488","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,182.95,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"490","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-47.449741,-23.843869,"SP",990,"2005",27155,172.87,-1.74329510048067,2,170,1720,1031.72,0.280905187129974,"Sub-tropical"
"491","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2008",12264,178.49,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"494","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2010",12264,187.3,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"496","Passeriformes","Thraupidae","Trichothraupis_melanops","Unknown","Female","Unknown",-43.45,-19.9667,"MG",812,"2005",21470,172.91,-1.74329510048067,2,204,1398,823.15,0,"Tropical"
"499","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2001",12264,182.7,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"504","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.490814,-23.873765,"SP",918,"2006",24243,175.52,-1.74329510048067,2,170,1720,988.32,0,"Sub-tropical"
"505","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2012",12264,177.01,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"506","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Yes",-42.38333,-22.5,"RJ",120,"2002",19043,162.54,-1.74329510048067,2,192,1399,31.68,0.410976082086563,"Tropical"
"507","Passeriformes","Thraupidae","Trichothraupis_melanops","Unknown","Unknown","Unknown",-47.490814,-23.873765,"SP",918,"2006",24243,161.71,-1.74329510048067,2,170,1720,988.32,0,"Sub-tropical"
"509","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-42.38333,-22.5,"RJ",120,"2001",19043,187.35,-1.74329510048067,2,192,1399,31.68,0.410976082086563,"Tropical"
"511","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-47.452334,-23.920014,"SP",927,"2005",11173,173.26,-1.74329510048067,2,170,1720,986.53,0.523723244667053,"Sub-tropical"
"512","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2008",12264,187.78,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"517","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.410015,-23.951935,"SP",665,"2005",41000,183.43,-1.74329510048067,2,170,1720,734.7,0.565436601638794,"Sub-tropical"
"518","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","Unknown",-47.436016,-23.880844,"SP",914,"2006",18571,169.27,-1.74329510048067,2,170,1720,1003.62,0.520179152488708,"Sub-tropical"
"519","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-42.38333,-22.5,"RJ",120,"2002",19043,180.89,-1.74329510048067,2,192,1399,31.68,0.410976082086563,"Tropical"
"520","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.471961,-23.867741,"SP",926,"2006",18644,166.04,-1.74329510048067,2,170,1720,946.06,0.434421569108963,"Sub-tropical"
"522","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Unknown","Unknown",-47.480381,-23.876407,"SP",926,"2006",25838,142.58,-1.74329510048067,2,170,1720,904.52,0.280002146959305,"Sub-tropical"
"524","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Yes",-48.541493,-25.587558,"PR",57,"2003",12264,180.4,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"525","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-43.4381,-20.2067,"MG",904,"2008",58949,176.45,-1.74329510048067,2,198,1382,959.39,0.414720445871353,"Tropical"
"526","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-43.4381,-20.2067,"MG",904,"2008",58949,181.91,-1.74329510048067,2,198,1382,959.39,0.414720445871353,"Tropical"
"535","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Female","Unknown",-47,-23.833333,"SP",923,"2006",8711,145.78,-1.74329510048067,2,169,1838,951.05,0.50117701292038,"Sub-tropical"
"537","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-50.6967,-24.1431,"PR",610,"2012",28182,190.06,-1.74329510048067,2,189,1419,699.85,0.517905354499817,"Sub-tropical"
"538","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-49.398056,-22.530694,"SP",610,"2017",21075,167.04,-1.74329510048067,2,207,1274,570.06,0.246589109301567,"Tropical"
"541","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-48.541493,-25.587558,"PR",57,"2004",12264,174.86,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"544","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","no",-48.541493,-25.587558,"PR",57,"2008",12264,185.36,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"545","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2008",12264,185.75,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"546","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-47.478972,-23.893093,"SP",912,"2007",26976,174.52,-1.74329510048067,2,170,1720,927.26,0.484431654214859,"Sub-tropical"
"547","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","Yes",-48.541493,-25.587558,"PR",57,"2014",12264,181.96,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"548","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.446516,-23.833638,"SP",990,"2006",23351,173.85,-1.74329510048067,2,170,1720,1016.15,0.387291580438614,"Sub-tropical"
"550","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-44.204194,-23.183073,"RJ",170,"1996",26283,179.73,-1.74329510048067,2,226,1565,149.24,0.421615093946457,"Sub-tropical"
"551","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","Yes",-48.541493,-25.587558,"PR",57,"2009",12264,174.74,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"552","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-54.487792,-25.619635,"PR",181,"2014",54052,181.71,-1.74329510048067,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"553","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-47.452334,-23.920014,"SP",927,"2005",11173,169.96,-1.74329510048067,2,170,1720,986.53,0.523723244667053,"Sub-tropical"
"556","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.490814,-23.873765,"SP",918,"2006",24243,186.74,-1.74329510048067,2,170,1720,988.32,0,"Sub-tropical"
"557","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Male","Unknown",-48.054843,-20.091019,"SP",569,"2008",47087,171.19,-1.74329510048067,2,232,1415,537.71,0.499690115451813,"Tropical"
"559","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Female","no",-47.949986,-24.16386,"SP",489,"2012",16576,171.82,-1.74329510048067,2,180,1446,475.46,0.518510937690735,"Sub-tropical"
"560","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","no",-54.487792,-25.619635,"PR",181,"2013",54052,183.5,-1.74329510048067,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"561","Passeriformes","Thraupidae","Trichothraupis_melanops","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2009",12264,182.7,-1.74329510048067,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"563","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-47.453913,-23.907938,"SP",927,"2007",16642,169.38,-1.74329510048067,2,170,1720,961.8,0.523766577243805,"Sub-tropical"
"564","Passeriformes","Thraupidae","Trichothraupis_melanops","Adult","Female","Unknown",-48.054843,-20.091019,"SP",569,"2007",47087,165.6,-1.74329510048067,2,232,1415,537.71,0.499690115451813,"Tropical"
